date,month,region,category,unit Sold,sales
3/30/2024,March,Europe,Men,29,1185.35
3/26/2025,March,South America,Footwear,64,3554.32
12/29/2024,December,North America,Men,80,1623.36
10/14/2023,October,Australia,Footwear,12,1038.07
1/13/2025,January,Europe,Women,85,6492.5
12/15/2023,December,Africa,Footwear,73,5728.09
11/27/2023,November,South America,Men,11,286.4
11/14/2024,November,Australia,Men,8,436.51
10/24/2024,October,Australia,Kids,60,748.72
3/23/2024,March,Africa,Men,26,997.31
8/1/2023,August,Australia,Men,32,1322.3
6/8/2024,June,Europe,Accessories,39,3597.05
8/21/2023,August,Africa,Accessories,4,397.4
1/13/2025,January,Australia,Kids,98,6428.52
8/9/2023,August,Africa,Footwear,92,5198.85
10/18/2023,October,Africa,Footwear,89,4415.11
1/4/2024,January,North America,Accessories,44,512.45
11/23/2023,November,North America,Women,99,8119.04
12/3/2024,December,North America,Accessories,83,5848.54
6/8/2025,June,Australia,Women,35,2395.25
3/14/2024,March,South America,Footwear,51,4223.51
12/14/2023,December,Europe,Accessories,51,4769.77
1/31/2024,January,Australia,Men,29,1306.67
12/13/2023,December,North America,Women,78,3773.35
4/6/2025,April,Africa,Women,85,8309.81
2/18/2025,February,Australia,Women,36,2512.74
1/5/2024,January,Africa,Footwear,78,6756.48
8/30/2023,August,Africa,Kids,60,1796.48
3/21/2025,March,Africa,Men,15,578.05
6/7/2025,June,Asia,Accessories,51,2307.47
12/14/2023,December,South America,Women,50,1926.2
4/15/2024,April,Europe,Footwear,94,8420.73
12/2/2024,December,Europe,Women,55,3081.98
3/4/2025,March,North America,Accessories,12,1149.94
5/6/2025,May,Asia,Men,50,1945.95
3/24/2024,March,Australia,Women,62,827.83
1/3/2025,January,Australia,Footwear,5,112.13
5/10/2025,May,Europe,Footwear,27,797.48
4/22/2025,April,South America,Kids,79,5340.18
8/23/2024,August,Africa,Footwear,90,2366.81
3/17/2025,March,North America,Kids,9,399.01
1/9/2025,January,South America,Men,35,2855.47
9/10/2023,September,Europe,Accessories,13,275.97
11/26/2024,November,Asia,Kids,44,758.7
2/3/2025,February,North America,Women,46,2695.48
11/16/2023,November,Europe,Women,97,7064.14
7/25/2024,July,Australia,Accessories,98,9014.61
10/19/2023,October,North America,Footwear,68,4731.3
5/1/2024,May,Europe,Women,77,7327.02
10/3/2023,October,Australia,Kids,74,2368.54
2/2/2024,February,Australia,Accessories,53,2160.49
1/3/2025,January,Africa,Women,1,85.54
5/28/2025,May,Asia,Footwear,11,912.94
12/28/2024,December,Africa,Footwear,50,3492.01
1/29/2025,January,Europe,Women,9,499.88
8/26/2024,August,South America,Accessories,38,440.57
5/24/2025,May,Africa,Men,87,3065.88
2/15/2025,February,South America,Women,13,315.25
7/25/2024,July,Australia,Footwear,5,73.03
11/23/2024,November,Europe,Men,25,1996.18
12/23/2023,December,Asia,Accessories,10,218.18
9/10/2024,September,South America,Footwear,5,210.84
12/17/2024,December,Europe,Accessories,22,2155.36
8/12/2024,August,South America,Women,42,1966.6
3/10/2025,March,Africa,Accessories,89,2023.47
4/20/2025,April,Europe,Footwear,20,1441.57
4/13/2024,April,Africa,Women,28,2321.05
10/19/2024,October,North America,Footwear,21,737.59
10/8/2023,October,Europe,Footwear,11,911.26
4/27/2025,April,South America,Men,93,3202.63
3/24/2025,March,North America,Kids,69,4994.22
5/2/2024,May,Africa,Accessories,37,785.6
11/30/2024,November,Africa,Accessories,49,2376.7
2/5/2024,February,South America,Men,69,3922.27
11/17/2024,November,North America,Accessories,33,2484.09
5/8/2025,May,Australia,Men,45,3082.63
5/29/2025,May,Asia,Accessories,8,694.41
10/30/2023,October,South America,Accessories,6,159.52
7/27/2023,July,Africa,Footwear,15,1042.68
5/25/2024,May,Europe,Men,15,322.46
6/28/2024,June,North America,Accessories,9,477.24
10/10/2024,October,Australia,Kids,61,3489.82
4/5/2025,April,Asia,Men,56,697.41
5/12/2024,May,Europe,Men,5,81.66
10/15/2023,October,North America,Men,26,2223.9
4/26/2024,April,Australia,Footwear,87,3115.55
5/21/2025,May,South America,Men,80,3292.25
4/4/2024,April,Australia,Footwear,57,3855.28
7/31/2024,July,South America,Kids,35,1045.25
4/15/2024,April,North America,Women,10,273.58
1/17/2025,January,Australia,Footwear,91,4362.42
10/18/2024,October,Asia,Accessories,80,1224.78
6/14/2024,June,Australia,Men,21,1943.07
10/26/2023,October,North America,Women,12,1135.32
9/25/2024,September,Europe,Footwear,9,453.04
1/12/2024,January,Europe,Accessories,16,461.3
3/4/2025,March,Australia,Women,73,3821.68
11/17/2024,November,Australia,Kids,93,1766.44
12/14/2024,December,South America,Footwear,54,2473.29
3/24/2024,March,North America,Footwear,23,382.49
2/15/2025,February,South America,Kids,39,2868.64
7/10/2023,July,Asia,Footwear,88,3063.65
5/15/2024,May,Europe,Men,22,1250.91
6/12/2024,June,Africa,Footwear,55,617.02
9/10/2024,September,Africa,Men,31,1773.74
9/4/2023,September,North America,Footwear,74,761.76
3/18/2025,March,North America,Accessories,47,4383.56
9/21/2024,September,Africa,Accessories,27,1487.81
5/31/2025,May,North America,Women,98,1862.59
6/9/2024,June,Europe,Accessories,48,1953.36
2/21/2025,February,Asia,Kids,39,551.7
5/25/2024,May,Asia,Women,88,5084.69
2/3/2025,February,South America,Accessories,21,441.23
9/1/2023,September,Europe,Men,15,788.7
3/2/2024,March,North America,Footwear,81,3037.15
9/11/2024,September,North America,Accessories,45,3534.41
3/30/2025,March,South America,Men,19,1014.66
1/15/2024,January,South America,Women,53,4575.84
7/13/2024,July,North America,Footwear,89,8430.2
8/25/2023,August,North America,Accessories,55,5349.15
7/4/2023,July,Europe,Women,86,2873.92
1/30/2025,January,South America,Accessories,49,3874.98
3/23/2025,March,Europe,Women,78,3855.54
6/29/2023,June,Australia,Accessories,61,2949.69
1/23/2025,January,North America,Men,60,5288.44
6/18/2024,June,Africa,Kids,92,2126.14
3/11/2024,March,Africa,Men,76,4028.22
12/16/2024,December,Australia,Footwear,91,5765.71
12/30/2024,December,North America,Accessories,24,382.83
11/7/2023,November,South America,Kids,86,7551.34
7/27/2023,July,Africa,Kids,39,1493.33
4/23/2024,April,South America,Footwear,61,4215.94
12/6/2023,December,Africa,Footwear,23,2151.13
8/10/2023,August,South America,Kids,72,5384.01
11/8/2023,November,Africa,Footwear,92,8256.17
11/13/2023,November,South America,Footwear,93,1512.09
2/7/2025,February,Australia,Accessories,79,4293.34
12/15/2024,December,Europe,Men,39,2372.56
11/11/2023,November,South America,Women,72,5184.97
7/24/2023,July,Europe,Kids,92,1887.59
4/7/2024,April,Europe,Women,97,6703.77
10/7/2024,October,North America,Kids,11,254.53
7/23/2024,July,Australia,Kids,42,675.58
3/15/2025,March,Europe,Men,25,1305.97
6/21/2023,June,Asia,Kids,34,2177.15
6/19/2023,June,Europe,Kids,22,2117.07
12/1/2024,December,South America,Men,2,145.75
6/24/2023,June,Europe,Footwear,51,3224.48
8/7/2023,August,South America,Women,16,468.97
8/18/2024,August,South America,Kids,11,260.52
6/13/2024,June,Asia,Men,78,5043.06
7/25/2023,July,Europe,Kids,96,2886.28
11/15/2024,November,Europe,Men,86,6329.12
9/27/2024,September,Africa,Women,69,1400.9
6/15/2023,June,Africa,Accessories,87,3529.35
7/9/2024,July,North America,Footwear,62,4933.82
1/19/2025,January,South America,Accessories,19,1611.07
3/7/2024,March,Asia,Men,29,1191.08
2/5/2025,February,Africa,Kids,42,1201.4
6/26/2023,June,Europe,Footwear,23,2213.47
11/8/2023,November,North America,Women,60,4709.81
11/25/2023,November,Asia,Footwear,73,6032.38
12/15/2024,December,Australia,Kids,18,540.86
2/20/2024,February,Europe,Accessories,95,4578.95
7/6/2023,July,Europe,Men,81,1307.24
6/14/2024,June,Australia,Accessories,55,1091.53
4/12/2025,April,South America,Footwear,18,537.95
5/27/2025,May,South America,Kids,27,1006.86
9/19/2023,September,Africa,Men,85,8478.46
5/23/2024,May,Africa,Kids,1,47.99
2/17/2025,February,Europe,Kids,96,6989.65
10/12/2024,October,Europe,Footwear,14,1279.6
9/3/2023,September,Africa,Accessories,59,1896.56
2/20/2025,February,Australia,Kids,78,1795.95
2/18/2025,February,Africa,Kids,33,1052.48
11/18/2023,November,Europe,Kids,36,3219.05
12/27/2024,December,Asia,Men,39,2726.56
11/30/2024,November,Europe,Kids,76,3847.13
8/17/2024,August,Asia,Kids,45,3772.15
6/25/2024,June,Asia,Footwear,25,782.63
1/4/2024,January,Europe,Kids,15,472.89
7/6/2023,July,North America,Kids,20,1221
9/6/2023,September,Africa,Footwear,34,2757.59
1/6/2024,January,South America,Men,58,1934.9
4/19/2024,April,Europe,Accessories,60,1734.19
11/2/2024,November,Asia,Footwear,78,4107.3
7/17/2023,July,Europe,Men,30,662.35
1/25/2025,January,Africa,Accessories,13,1004.94
11/4/2023,November,Australia,Kids,78,4832.86
7/8/2024,July,Asia,Footwear,93,5219.97
10/5/2023,October,South America,Kids,90,7965.33
4/2/2024,April,South America,Footwear,67,5087.35
7/17/2024,July,South America,Accessories,89,2085.65
7/16/2023,July,Australia,Men,91,4353.34
6/20/2023,June,North America,Footwear,45,1751.15
5/21/2025,May,Asia,Men,40,3287.45
9/14/2023,September,Australia,Kids,80,5977.06
1/5/2024,January,Asia,Kids,38,1994.27
5/31/2025,May,Australia,Accessories,75,6309.61
12/23/2024,December,Australia,Accessories,93,4362.26
3/15/2024,March,North America,Women,47,3869.03
2/18/2025,February,Asia,Women,88,1134.03
2/2/2024,February,Australia,Accessories,29,641.36
9/22/2023,September,North America,Kids,34,2653.28
9/26/2024,September,Europe,Men,11,223.25
1/20/2025,January,Africa,Accessories,20,1430.77
10/27/2023,October,Australia,Men,20,1502.43
11/13/2023,November,South America,Women,73,5080.62
1/16/2025,January,North America,Men,56,4683.89
7/23/2024,July,North America,Accessories,23,1289.05
7/9/2024,July,Australia,Kids,91,8256.73
12/27/2024,December,North America,Accessories,88,5390.41
4/2/2025,April,Europe,Footwear,25,1392.71
4/15/2025,April,North America,Footwear,89,4970.19
3/20/2025,March,Africa,Footwear,33,3038.88
5/19/2024,May,Africa,Kids,31,989.91
2/20/2025,February,South America,Accessories,74,5368.94
7/23/2024,July,Europe,Footwear,79,2515
12/24/2023,December,Africa,Accessories,1,18.3
1/13/2024,January,Australia,Women,54,5175.2
12/18/2023,December,Asia,Footwear,16,346.8
1/16/2025,January,Asia,Footwear,85,6099.38
2/29/2024,February,Asia,Kids,59,2844.41
3/25/2024,March,Australia,Accessories,66,5632.38
2/12/2025,February,North America,Kids,3,238.76
12/18/2023,December,Australia,Kids,15,344.09
8/8/2024,August,North America,Accessories,32,1667.31
6/10/2024,June,Asia,Women,50,623.9
2/15/2024,February,South America,Accessories,91,4427.8
3/22/2025,March,South America,Women,99,7228.92
3/9/2024,March,North America,Kids,60,1853.64
1/1/2024,January,Asia,Women,88,7295.46
7/28/2023,July,Australia,Women,8,118.28
8/22/2024,August,South America,Women,7,91.78
11/12/2024,November,North America,Footwear,4,49.88
11/7/2024,November,Australia,Footwear,94,3309.03
3/28/2025,March,Asia,Kids,10,520.4
1/2/2024,January,Europe,Accessories,60,1180.21
5/4/2024,May,Asia,Women,25,2492.67
5/23/2025,May,Asia,Footwear,42,4198.34
2/21/2025,February,Australia,Accessories,47,2668.76
9/15/2023,September,Australia,Women,96,5867.6
7/17/2023,July,Africa,Accessories,96,8967.62
1/28/2024,January,Africa,Men,32,2537
1/25/2024,January,Australia,Women,74,1858.53
7/16/2024,July,Australia,Accessories,73,5936.65
12/10/2024,December,Europe,Women,25,769.62
10/21/2023,October,Europe,Women,89,4336.29
8/18/2023,August,Asia,Men,16,926.81
6/26/2023,June,South America,Accessories,49,3651.97
3/13/2025,March,Europe,Kids,16,376.22
5/25/2024,May,Asia,Footwear,94,1584.4
5/10/2024,May,North America,Women,38,3342.14
1/2/2025,January,Africa,Women,5,422.06
10/19/2023,October,South America,Women,7,399.66
3/6/2024,March,Asia,Women,77,5360.18
9/17/2023,September,Australia,Footwear,8,597.9
11/27/2024,November,North America,Kids,33,1745.3
11/7/2023,November,Africa,Men,62,2055.35
8/18/2024,August,North America,Kids,74,3946.07
5/5/2024,May,Asia,Footwear,84,8028.03
2/27/2024,February,Europe,Accessories,32,2732.96
1/23/2024,January,Africa,Men,93,4826.63
2/12/2024,February,North America,Men,1,30.3
6/30/2024,June,Europe,Accessories,91,8195.94
11/13/2024,November,South America,Women,20,1348.83
7/2/2024,July,Asia,Footwear,55,2553.46
8/26/2024,August,Asia,Accessories,63,1263.1
8/31/2023,August,Africa,Kids,78,6057.38
2/13/2025,February,North America,Kids,79,3043.67
7/12/2023,July,South America,Accessories,6,387.41
4/18/2025,April,Australia,Footwear,52,3185.81
12/15/2024,December,Africa,Men,2,145.93
3/4/2025,March,Australia,Men,93,5429.89
9/3/2023,September,Africa,Women,39,2602.74
8/23/2024,August,North America,Footwear,32,554.84
3/15/2025,March,South America,Kids,51,3563.63
9/13/2023,September,North America,Kids,69,1895.93
6/18/2023,June,Asia,Women,86,3893.93
1/16/2025,January,Australia,Kids,92,5163.79
2/10/2025,February,Europe,Women,32,2298.21
2/14/2025,February,Asia,Women,93,7144.12
10/18/2023,October,Asia,Accessories,3,220.33
11/29/2023,November,Australia,Men,62,1150.69
6/11/2023,June,Africa,Footwear,95,4258.03
12/18/2024,December,Asia,Footwear,13,458.38
7/12/2024,July,South America,Men,70,3210.06
7/13/2023,July,Asia,Footwear,21,1432.59
1/28/2025,January,South America,Kids,61,1669.13
2/8/2024,February,North America,Kids,14,772.65
1/8/2024,January,Africa,Footwear,89,7977.82
12/17/2023,December,South America,Accessories,71,5381.9
7/18/2023,July,Asia,Footwear,22,1656.22
4/16/2025,April,Africa,Women,32,2764.3
8/21/2023,August,Africa,Women,41,1883.21
9/13/2023,September,South America,Men,32,2507.31
2/27/2024,February,South America,Kids,42,641.9
9/6/2024,September,Europe,Accessories,52,784.08
6/13/2023,June,Europe,Footwear,94,3747.02
9/16/2023,September,Africa,Women,81,2245.01
8/29/2024,August,Australia,Kids,54,3060.1
3/25/2024,March,Australia,Kids,62,1642.27
4/8/2025,April,Europe,Accessories,85,8313.14
4/8/2025,April,Asia,Accessories,90,7793.95
10/4/2024,October,North America,Accessories,43,4232.41
6/21/2024,June,Africa,Accessories,3,248.1
3/26/2024,March,North America,Women,38,3632.8
5/17/2025,May,Europe,Accessories,81,3493.49
3/24/2025,March,South America,Kids,39,2137.65
5/15/2024,May,Africa,Kids,70,2210.7
9/21/2023,September,Europe,Footwear,85,5713.92
8/15/2024,August,Asia,Kids,45,3642.33
1/26/2025,January,Africa,Kids,46,2524.79
12/9/2023,December,Africa,Women,13,476.76
4/5/2024,April,Australia,Kids,52,2895.91
8/12/2023,August,South America,Men,9,140.95
9/9/2024,September,Africa,Kids,57,4269.34
1/7/2024,January,South America,Footwear,69,3494.48
8/29/2023,August,Europe,Footwear,43,3906.17
1/6/2025,January,Asia,Accessories,7,651.65
5/5/2025,May,Asia,Women,44,937
10/14/2024,October,Africa,Footwear,44,4384.6
5/14/2024,May,Africa,Men,95,9241.98
12/10/2023,December,Europe,Men,68,4518.04
8/24/2024,August,Australia,Accessories,77,6490.35
9/10/2024,September,Australia,Women,44,513.01
1/8/2025,January,Australia,Women,79,7689.44
6/29/2024,June,South America,Kids,40,2042.73
2/16/2024,February,Australia,Men,77,7074.22
6/12/2024,June,Asia,Men,43,1920.43
4/17/2025,April,South America,Men,62,5018.02
11/24/2023,November,Europe,Men,43,2047.45
10/14/2024,October,Asia,Footwear,90,3837.92
8/6/2024,August,Asia,Women,19,1808.99
8/22/2024,August,North America,Kids,49,3573.08
6/7/2024,June,Europe,Footwear,65,5564.47
2/26/2025,February,Europe,Women,77,4535.47
11/16/2023,November,North America,Accessories,25,2316.28
6/29/2024,June,South America,Men,84,6434.1
7/26/2024,July,Australia,Kids,41,676.3
2/16/2024,February,Australia,Women,23,1817.42
10/10/2024,October,Australia,Accessories,58,677.67
3/24/2025,March,Australia,Men,88,7446.23
10/17/2024,October,Australia,Accessories,43,1714.32
11/26/2023,November,North America,Accessories,40,2553.83
3/11/2025,March,Europe,Footwear,30,2323.32
5/20/2025,May,South America,Accessories,34,2289.11
12/29/2023,December,Asia,Footwear,10,705.13
11/8/2023,November,Australia,Footwear,60,5420.4
4/5/2025,April,North America,Accessories,1,43.66
11/24/2024,November,South America,Women,12,710.92
8/1/2024,August,South America,Accessories,46,1184.2
3/30/2024,March,South America,Accessories,93,4843.34
2/3/2024,February,North America,Women,75,1762.75
2/11/2024,February,Asia,Men,17,1139.39
1/13/2024,January,Australia,Kids,84,3291.34
4/26/2024,April,South America,Men,58,5064.06
10/9/2023,October,North America,Accessories,38,1555.04
1/17/2025,January,Europe,Men,6,214.89
2/3/2024,February,North America,Kids,62,3361.29
3/15/2025,March,North America,Men,84,2165.49
7/17/2024,July,North America,Kids,74,2097.35
6/11/2024,June,South America,Men,10,804.83
5/18/2024,May,North America,Footwear,95,5201.28
7/16/2023,July,Europe,Accessories,26,742.84
4/3/2025,April,South America,Kids,58,744.55
4/14/2025,April,Europe,Accessories,17,883.71
3/11/2024,March,Africa,Footwear,53,4072.35
5/21/2024,May,North America,Men,78,3245.35
2/20/2025,February,Australia,Accessories,5,161.58
1/15/2024,January,Australia,Men,67,3060.17
5/27/2024,May,South America,Men,20,1926.43
1/6/2025,January,Australia,Accessories,51,2452.31
3/22/2024,March,South America,Kids,46,1534.9
10/21/2024,October,North America,Kids,79,4837.31
11/13/2023,November,Asia,Accessories,67,5558.78
2/13/2025,February,Asia,Kids,3,36.03
11/29/2024,November,Europe,Women,23,1385.27
2/5/2024,February,North America,Men,9,767.41
6/29/2023,June,Australia,Accessories,11,323.47
11/29/2023,November,North America,Footwear,47,4368.72
12/30/2024,December,Africa,Accessories,49,3037.64
2/9/2024,February,Asia,Accessories,44,2486.24
2/16/2025,February,Australia,Men,13,1257.48
5/1/2025,May,Asia,Footwear,8,173.35
4/19/2024,April,North America,Men,63,4826.6
7/23/2023,July,Australia,Kids,22,1840.77
9/17/2024,September,Europe,Accessories,38,2050.86
8/26/2024,August,North America,Men,27,285.74
7/27/2024,July,Europe,Women,26,1486.95
7/29/2023,July,Australia,Accessories,23,547.77
8/20/2024,August,Asia,Kids,95,5759.98
6/13/2023,June,Africa,Men,93,7112.24
5/25/2025,May,South America,Men,65,3756.77
12/19/2023,December,Asia,Women,74,4941.14
5/1/2024,May,Europe,Kids,47,909.69
6/14/2024,June,North America,Women,61,1142.78
12/19/2023,December,Australia,Accessories,46,3982.89
11/3/2023,November,Asia,Footwear,4,57.76
9/23/2024,September,Africa,Men,31,1103.2
12/16/2024,December,Australia,Women,4,377.57
8/27/2023,August,Europe,Men,29,1487.64
9/28/2023,September,Australia,Men,73,5161.72
6/20/2024,June,Australia,Women,79,2366.22
9/8/2024,September,North America,Men,44,1511.23
5/15/2025,May,South America,Kids,3,167.43
11/15/2023,November,Europe,Kids,59,3978.31
8/25/2024,August,North America,Footwear,79,7618.88
6/1/2024,June,South America,Kids,53,3269.98
4/24/2025,April,North America,Women,11,205.01
7/23/2024,July,South America,Kids,6,258.14
3/17/2024,March,South America,Footwear,47,1502.83
11/25/2024,November,South America,Accessories,7,230.27
5/2/2025,May,North America,Accessories,68,3772.97
